год,Дата,Месяц,Название,Формат,Тег (курс),Линейка,Подписчики,Охват Факт,Расход,CPC,СTR,Визиты Факт,С1 Факт,Заявки Факт,С2 Факт,Оплаты Факт,Доход,CPL,ROMI,Ссылка на размещение,,,
2021,19.04.2021,апрель,Pingvinus,Интеграция,ADMIN,Кодинг,46 000,25000,р.10 000,р.92,"0,44%",109,"3,67%",4,"25,0%",1,2,р.2 500,470%,https://www.youtube.com/watch?v=vCqHpJ6066s,,,
2021,19.04.2021,апрель,KeepGoing,Интеграция,QAP,Кодинг,25000,12041,р.21 691,р.168,"1,07%",129,"5,43%",7,"42,9%",3,3,р.3 099,520%,https://www.youtube.com/watch?v=_P26MTb3OKE#t=06m01s,,,
2021,20.04.2021,апрель,Редакция,Интеграция,линейка кодинга,Кодинг,1 940 000,1001500,р.850 000,р.596,"0,14%",1426,"2,45%",35,"28,6%",10,7,р.24 286,-34%,https://www.youtube.com/watch?v=Znm9UlsFm5k&t=304s=05m05s,,,
2021,21.04.2021,апрель,Артур Камушкин,Интеграция,HACKER,Кодинг,139 000,89560,р.59 516,р.186,"0,36%",320,"1,88%",6,"0,0%",0,0,р.9 919,-100%,https://www.youtube.com/watch?v=riSP9MPJJWc#t=00m55s,,,
2021,21.04.2021,апрель,Асафьев2,Интеграция,HACKER,Кодинг,226 000,264374,р.100 000,р.826,"0,05%",121,"2,48%",3,"66,7%",2,3,р.33 333,17%,https://www.youtube.com/watch?v=zKJmf0r1RmU#t=06m59s,,,
2021,21.04.2021,апрель,Ай как просто ,Интеграция,DSPR,Data science,1000000,153000,р.150 000,р.273,"0,36%",550,"4,00%",22,"0,0%",0,0,р.6 818,-100%,https://youtu.be/gMNmtAhCfd8?t=70,,,aikakprosto
2021,22.04.2021,апрель,Клим Жуков,Интеграция,SDA,Аналитика,281 000,67000,р.64 200,р.309,"0,31%",208,"5,77%",12,"25,0%",3,3,р.5 350,162%,https://youtu.be/AK6TF3wqH7g?t=89,,,klimzhukov
2021,22.04.2021,апрель,После_Zavtra,Интеграция,HACKER,Кодинг,21000,217013,р.150 000,р.586,"0,12%",256,"5,08%",13,"7,7%",1,2,р.11 538,-51%,https://www.youtube.com/watch?v=KAGwqu4yLWI#t=00m50s,,,
2021,22.04.2021,апрель,Руслан Усачев,Интеграция,Gamedev,Кодинг,2 440 000,1089000,р.704 000,р.361,"0,18%",1950,"4,82%",94,"13,8%",13,8,р.7 489,46%,https://www.youtube.com/watch?v=w-stfAxYzKw,,,
2021,23.04.2021,апрель,Пиэмка,Интеграция,PDPR,Менеджмент,1600,3000,р.32 400,р.368,"2,93%",88,"9,09%",8,"0,0%",0,0,р.4 050,-100%,https://www.youtube.com/watch?v=0jM11QrEAfY&t=65s,,,
2021,24.04.2021,апрель,Майк Наки ,Интеграция,DST,Data science,171000,71000,р.45 000,р.128,"0,50%",352,"3,41%",12,"8,3%",1,2,р.3 750,49%,https://youtu.be/WDC3Hly0onw?t=70,,,maikalnike
2021,24.04.2021,апрель,Fake News,Интеграция,Coding,Кодинг,311 000,367795,р.450 000,р.865,"0,14%",520,"3,08%",16,"25,0%",4,4,р.28 125,-52%,https://www.youtube.com/watch?v=JaBWCNgILgA#t=01m25s,,,
2021,25.04.2021,апрель,Кик брейнс ,Преролл,SDA,analytics,99700,22050,25000,р.893,"0,13%",28,"21,43%",6,#VALUE!,-,0,р.4 167,-100%,https://youtu.be/OEGOoodlz6A?t=20,,,kik
2021,25.04.2021,апрель,Nellifornication,Интеграция,SDA,analytics,558000,226228,225978,р.296,"0,34%",764,"4,45%",34,"2,9%",1,2,р.6 646,-77%,https://youtu.be/XXZChBAAqPE?t=134,,,nelly
2021,26.04.2021,апрель,Денис Чужой,Интеграция,SDA,analytics,191000,103 580,36000,р.225,"0,15%",160,"4,38%",7,"14,3%",1,2,р.5 143,48%,https://youtu.be/EXelTnve5lY,,,denischuzhoi
2021,27.04.2021,апрель,Reflection,Интеграция,DST,Data science,4790,3500,р.5 500,р.344,"0,46%",16,"6,25%",1,"0,0%",0,0,р.5 500,-100%,https://youtu.be/ZoyxwCVbLUI?t=40,,,Reflection
2021,29.04.2021,апрель,Max Rastorguev,Интеграция,SDA,analytics,16800,2 390,12000,р.750,"0,67%",16,"12,50%",2,"0,0%",0,0,р.6 000,-100%,https://youtu.be/cNqXABxoYt8,,,max_rastorguev
2021,29.04.2021,апрель,Geek movies ,Интеграция,SDA,analytics,1230000,411 576,р.22 000,р.733,"0,01%",30,"20,00%",6,"0,0%",0,0,р.3 667,-100%,https://youtu.be/iCVp9pDcDAM?t=107,,,geekmovies
2021,29.04.2021,апрель,Столица Мира,Интеграция,линейка кодинга,Кодинг,644 000,74920,р.70 000,р.80,"1,16%",872,"3,44%",30,"33,3%",10,7,р.2 333,664%,https://www.youtube.com/watch?v=ExJRZZjbWKw#t=04m30s,,,
2021,29.04.2021,апрель,Екатерина шульман ,Интеграция,DST,Data science,455000,210000,р.140 000,р.411,"0,16%",341,"4,69%",16,"31,3%",5,5,р.8 750,176%,https://youtu.be/xfn5jg0_8Q0?t=2521,,,ekaterinashulman
2021,30.04.2021,апрель,The Люди,Интеграция,FPW,Кодинг,3 310 000,3400000,р.800 000,р.330,"0,07%",2 423,"22,37%",542,"1,1%",6,5,р.1 476,-58%,https://www.youtube.com/watch?v=JJblj5OX9fA&t=244s#t=04m05s,,,
