год,Дата,Месяц,Название,Формат,Тег (курс),Линейка,Подписчики,Охват Факт,Расход,CPC,СTR,Визиты Факт,С1 Факт,Заявки Факт,С2 Факт,Оплаты Факт,Доход,CPL,ROMI,Ссылка на размещение,,,
2020,14.11.2020,ноябрь,InvestFuture,Интеграция,MA,Аналитика,523 000,76 000,р.130 000,р.481,"0,36%",270,"4,44%",12,"0,0%",,0,р.10 833,-100%,https://www.youtube.com/watch?v=84ZSSPQh72c,,,
2020,16.11.2020,ноябрь,Другая История,Интеграция,DAPR,Аналитика,497 000,238 000,р.35 000,р.59,"0,25%",597,"5,70%",34,"2,9%",1,2,р.1 029,143%,https://www.youtube.com/watch?v=BydjpDucfd4,,,
2020,16.11.2020,ноябрь,Better Voice,Интеграция,MOTION,Дизайн,367 000,285 000,р.66 000,р.219,"0,11%",302,"2,32%",7,"28,6%",2,3,р.9 429,130%,https://www.youtube.com/watch?v=V60HDNX5WiQ,,,
2020,17.11.2020,ноябрь,Жиза,Интеграция,INT,Дизайн,1 000 000,38 000,р.150 000,р.324,"1,22%",463,"2,16%",10,"40,0%",4,4,р.15 000,65%,https://www.youtube.com/watch?v=eNtyO8SgvZM&t=5s,,,
2020,18.11.2020,ноябрь,Кик Обзор,Интеграция,QAJA,Кодинг,973 000,129 000,р.47 200,р.152,"0,24%",310,"4,84%",15,"13,3%",2,2,р.3 147,80%,https://www.youtube.com/watch?v=PJ3QCllfkII,,,
2020,18.11.2020,ноябрь,Ютуб Че там,Интеграция,FPW,Кодинг,748 000,178 000,р.55 000,р.235,"0,13%",234,"3,85%",9,"0,0%",,0,р.6 111,-100%,https://www.youtube.com/watch?v=xfDzLthuRl0&t=1s&ab_channel=%D0%AE%D0%A2%D0%A3%D0%91%D0%A7%D0%81%D0%A2%D0%90%D0%9C,,,
2020,19.11.2020,ноябрь,The Люди,Интеграция,DAPR,Аналитика,2 650 000,1 400 000,р.600 000,р.289,"0,15%",2 073,"6,13%",127,"8,7%",11,7,р.4 724,48%,https://www.youtube.com/watch?v=8l2zmXefLl0,,,
2020,20.11.2020,ноябрь,Максим Кац ,Интеграция,WBDS,Дизайн,639 000,168 000,р.123 500,р.346,"0,21%",357,"3,36%",12,"50,0%",6,5,р.10 292,185%,https://youtu.be/yQQIS5Io1ss,,,
2020,21.11.2020,ноябрь,Макаренков,Интеграция,GO,Кодинг,139 000,169 000,р.66 000,р.115,"0,34%",573,"1,75%",10,"40,0%",4,4,р.6 600,286%,https://www.youtube.com/watch?v=C5BA1rujCZs,,,
2020,21.11.2020,ноябрь,Варламов,Интеграция,PM, Менеджмент,1 950 000,628000,р.380 000,р.982,"0,06%",387,"2,58%",10,"30,0%",3,3,р.38 000,-55%,https://www.youtube.com/watch?v=YZCtKu18dwc&t=2057s,,,
2020,22.11.2020,ноябрь,Харчевников,Интеграция,FPW,Кодинг,646 000,120 000,р.132 000,р.1 375,"0,08%",96,"2,08%",2,"0,0%",,0,,,https://www.youtube.com/watch?v=u6UkIrGKcLg&t=3s,,,
2020,23.11.2020,ноябрь,Боевые ботаники,Интеграция,GO,Кодинг,667 000,150 000,р.30 000,р.115,"0,17%",260,"3,85%",10,"30,0%",3,3,р.3 000,553%,https://www.youtube.com/watch?v=DAFlPunRfmU&feature=youtu.be&t=692,,,
2020,23.11.2020,ноябрь,Ремонтяш,Интеграция,JAVA,Кодинг,311 000,131 000,р.126 374,р.248,"0,39%",509,"1,38%",7,"28,6%",2,3,,27%,https://www.youtube.com/watch?v=Hb3M636ANwI&feature=youtu.be,,,
2020,23.11.2020,ноябрь,Асафьев,Интеграция,DAPR,Аналитика,878 000,375 000,р.200 000,р.113,"0,47%",1 776,"2,03%",36,"5,6%",2,3,р.5 556,-19%,https://www.youtube.com/watch?v=ujnDP8inmvU&feature=youtu.be,,,
2020,24.11.2020,ноябрь,Артемий Лебедев,Интеграция,GRAPH,Дизайн,533 000,407 000,р.315 000,р.184,"0,42%",1 713,"2,10%",36,"36,1%",13,7,р.8 750,151%,https://youtu.be/AG4vZTCNflI?t=299,,,
2020,24.11.2020,ноябрь,Marina Mogilko,Интеграция,DSPR,Data Science,1 260 000,31 000,р.351 000,р.3 052,"0,37%",115,"3,48%",4,"0,0%",0,0,,,https://www.youtube.com/watch?v=KwQh0rr6RyU,,,
2020,25.11.2020,ноябрь,Асафьев,Интеграция,PHPDEV,Кодинг,203 000,243 000,р.100 000,р.331,"0,12%",302,"2,65%",8,"12,5%",1,1,р.12 500,-50%,https://www.youtube.com/watch?v=uRDqwAhnx3Q,,,
2020,25.11.2020,ноябрь,This is хорошо,Интеграция,DAPR,Аналитика,5 730 000,293 000,р.132 000,р.283,"0,16%",467,"2,36%",11,"18,2%",2,3,р.12 000,11%,https://www.youtube.com/watch?v=g-Pe6nk0m3E,,,
2020,25.11.2020,ноябрь,Руслан Усачев,Интеграция,MOTION,Дизайн,2 440 000,1 053 000,р.550 000,р.108,"0,48%",5 100,"1,53%",78,"34,6%",27,8,р.7 051,233%,https://youtu.be/03a8X2B1D_k?t=228,,,
2020,26.11.2020,ноябрь,Космос Просто ,Интеграция,MEDIA,Дизайн,455 000,117 000,р.137 750,р.547,"0,22%",252,"0,40%",1,"0,0%",0,0,р.0,-100%,https://youtu.be/BRSkvdajNLk?t=249,,,
2020,26.11.2020,ноябрь,Еще не Познер,Интеграция,DSPR,Data Science,405 000,148 000,р.250 000,р.862,"0,20%",290,"3,45%",10,"10,0%",1,2,р.25 000,-62%,https://www.youtube.com/watch?v=gdJpvEJU9RI,,,
2020,27.11.2020,ноябрь,Кино Огонь ,Интеграция,UXS,Дизайн,362 000,70 000,р.55 000,р.1 375,"2,91%",40,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-62%,https://youtu.be/q-PMWf0Tp94?t=75,,,
2020,27.11.2020,ноябрь,Gabe Follower,Интеграция,GAME DEV,Кодинг,505 000,94 000,р.66 000,р.322,"0,22%",205,"0,49%",1,"0,0%",0,0,р.66 000,-62%,https://www.youtube.com/watch?v=2hFJnXrshLY&feature=youtu.be,,,
2020,27.11.2020,ноябрь,Seventeenine,Интеграция,GRAPH,Дизайн,204 000,74 000,р.75 600,р.224,"0,46%",337,"1,48%",5,"20,0%",1,2,р.15 120,27%,https://youtu.be/qLBtzdBUTwg?t=807,,,
2020,27.11.2020,ноябрь,Максим Кац,Интеграция,DSPR,Data Science,642 000,195 000,р.100 000,р.424,"0,12%",236,"7,20%",17,"23,5%",4,6,р.5 882,323%,https://www.youtube.com/watch?v=PBaQvyhiOPM,,,
2020,27.11.2020,ноябрь,Цацулин,Интеграция,GO,Кодинг,638 000,58 000,р.105 319,р.1 404,"0,13%",75,"4,00%",3,"0,0%",0,0,р.35 106,323%,https://www.youtube.com/watch?v=ZQkCb9UctVk,,,
2020,27.11.2020,ноябрь,MENTAL,Интеграция,DSPR,Data Science,836 000,93 000,р.117 000,р.616,"0,20%",190,"8,42%",16,"0,0%",0,0,р.7 313,-100%,https://www.youtube.com/watch?v=0gZP7kcsmwE&feature=youtu.be&t=49,,,
2020,27.11.2020,ноябрь,Редрум,Интеграция,DAPR,Аналитика,444 000,182 000,р.133 000,р.376,"0,19%",354,"5,65%",20,"15,0%",3,4,р.6 650,54%,https://www.youtube.com/watch?v=z_NWpLQQ6aI&t=16s,,,
2020,27.11.2020,ноябрь,Аня Консервы,Интеграция,GRAPH,Дизайн,568 000,80 600,р.150 000,р.224,"0,83%",670,"1,64%",11,"27,3%",3,3,р.13 636,29%,https://youtu.be/UiPslCrnfz4?t=78,,,
2020,28.11.2020,ноябрь,"В шлеме",Интеграция,PWS,Кодинг,898 000,169 000,р.115 151,р.380,"0,18%",303,"3,30%",10,"20,0%",2,3,р.11 515,-12%,https://www.youtube.com/watch?v=EBOcqomwPXc&feature=youtu.be,,,
2020,28.11.2020,ноябрь,Линк,Интеграция,PWS,Кодинг,1 100 000,513 000,р.180 000,р.150,"0,23%",1 198,"3,51%",42,"9,5%",4,4,р.4 286,57%,https://www.youtube.com/watch?v=DpFOW2UibWk,,,
2020,30.11.2020,ноябрь,Виктор Блуд,Интеграция,PWS,Кодинг,1 100 000,872 000,р.240 000,р.314,"0,09%",764,"3,53%",27,"0,0%",0,0,р.8 889,63%,https://www.youtube.com/watch?v=NCRHsQbuO98&feature=youtu.be,,,
2020,01.12.2020,декабрь,Хауди Хо,Интеграция,ADMIN,Кодинг,1 270 000,69 700,р.6,р.0,"0,28%",197,"7,11%",14,"7,1%",1,2,р.0,999900%,https://www.youtube.com/watch?v=lEAjwY5TAsE,,,
2020,02.12.2020,декабрь,Аркадий Гершман ,Интеграция,UXS,Дизайн,86 000,431 000,р.21 200,р.530,"0,01%",40,"0,00%",0,#DIV/0!,0,0,р.0,-100%,https://youtu.be/PZx9tKprL-M?t=98,,,
2020,04.12.2020,декабрь,эпизоды,Интеграция,DSPR,Data Science,118 000,86 000,р.77 000,р.355,"0,25%",217,"2,76%",6,"16,7%",1,3,р.12 833,75%,https://www.youtube.com/watch?v=5GQCj8jZWCU&feature=youtu.be,,,
2020,06.12.2020,декабрь,Асафьев,Интеграция,QAJA,Кодинг,208 000,278 000,р.200 000,р.687,"0,10%",291,"3,78%",11,"18,2%",2,3,р.18 182,-46%,https://www.youtube.com/watch?v=z-elx3Y3n1Q,,,
2020,08.12.2020,декабрь,Максим Кац,Интеграция,MA,Аналитика,645 000,214 000,р.95 000,р.300,"0,15%",317,"4,73%",15,"6,7%",1,2,р.6 333,-26%,https://www.youtube.com/watch?v=N_NkW7Qt3Q8,,,
2020,09.12.2020,декабрь,LUKI,Интеграция,PDPR2,Менеджмент,551 000,355 000,р.176 000,р.532,"0,09%",331,"2,72%",9,"0,0%",0,0,р.19 556,-100%,https://www.youtube.com/watch?v=CeW9LfVivDY&feature=youtu.be,,,
2020,10.12.2020,декабрь,Дмитрий Пучков,Интеграция,DSPR,Data Science,2 100 000,154 000,р.95 000,р.176,"0,35%",541,"6,84%",37,"13,5%",5,6,р.2 568,369%,https://www.youtube.com/watch?v=TIncGwMdunQ&feature=youtu.be&t=391,,,
2020,11.12.2020,декабрь,EdvardWolf,Интеграция,GAME DEV,Кодинг,190 000,112 000,р.99 000,р.773,"0,11%",128,"2,34%",3,"66,7%",2,4,р.33 000,118%,https://www.youtube.com/watch?v=1voOqZNcNCk,,,
2020,12.12.2020,декабрь,Максим Кац,Интеграция,PDPR2,Менеджмент,645 000,171 000,р.95 000,р.466,"0,12%",204,"1,47%",3,"33,3%",1,1,р.31 667,-68%,https://www.youtube.com/watch?v=Ws8AC3fQQw8,,,
2020,13.12.2020,декабрь,Кик Обзор,Интеграция,HACKER,Кодинг,978 000,160 000,р.45 200,р.94,"0,30%",483,"8,90%",43,"7,0%",3,4,р.1 051,362%,https://www.youtube.com/watch?v=Df4JhTuHlVk&feature=youtu.be,,,
2020,14.12.2020,декабрь,"Better Voice
",Интеграция,DSPR,Аналитика,386 000,298 000,р.66 000,р.2 000,"0,01%",33,"12,12%",4,"0,0%",,0,р.16 500,-100%,https://www.youtube.com/watch?v=23lX47lV6lY&t=294s,,,
2020,14.12.2020,декабрь,Максим Кац ,Интеграция,MEDIA,Дизайн,123 500,183 000,р.123 500,р.379,"0,18%",326,"1,53%",5,"20,0%",1,2,р.24 700,-38%,https://youtu.be/z7eHdR7kAo0?t=813,,,
2020,16.12.2020,декабрь,Madman,Интеграция,FPW,Кодинг,678 000,410 293,р.144 000,р.4 500,"0,01%",32,"21,88%",7,"14,3%",1,1,р.20 571,-56%,https://www.youtube.com/watch?v=1ObdM9pd8UQ,,,
2020,16.12.2020,декабрь,Редрум,Интеграция,DSPR,Data Science,451 000,170 000,р.161 500,р.684,"0,14%",236,"5,51%",13,"7,7%",1,2,р.12 423,-54%,https://www.youtube.com/watch?v=TFStaKqEu7U,,,
2020,16.12.2020,декабрь,Надежда Стрелец,Интеграция,INT,Дизайн,115 000,400 000,р.190 000,р.358,"0,13%",530,"2,83%",15,"26,7%",4,3,р.12 667,26%,https://www.youtube.com/watch?v=7FYnJcxPma0,,,
2020,17.12.2020,декабрь,Другая История,Интеграция,DSPR,Data Science,511 000,244 000,р.35 000,р.276,"0,05%",127,"3,15%",4,"50,0%",2,3,р.8 750,390%,https://www.youtube.com/watch?v=t9yi8BWSj_Y,,,
2020,17.12.2020,декабрь,космос просто,Интеграция,GO,Кодинг,461 000,168 000,р.137 500,р.561,"0,15%",245,"2,04%",5,"20,0%",1,2,р.27 500,-53%,https://www.youtube.com/watch?v=L7pvGDmTRm4&t=2s,,,
2020,17.12.2020,декабрь,Асафьев,Интеграция,DSPR,Data Science,896 000,1 158 000,р.450 000,р.518,"0,07%",868,"5,76%",50,"6,0%",3,4,р.9 000,-53%,https://www.youtube.com/watch?v=ZSnpZ6eouZM,,,
2020,18.12.2020,декабрь,Пиксель Девил,Интеграция,GAME DEV,Кодинг,227 000,36 000,р.55 000,р.487,"0,31%",113,"0,88%",1,"0,0%",0,0,,-100%,ttps://www.youtube.com/watch?v=-RxMU7SSwxU&ab_channel=Pixel_DevilLive,,,
2020,18.12.2020,декабрь,Максим Кац,Интеграция,FPW,Кодинг,654 000,122 000,р.123 500,р.539,"0,19%",229,"5,24%",12,"25,0%",3,3,р.10 292,-17%,https://www.youtube.com/watch?v=8NX5Cujok_w,,,
2020,18.12.2020,декабрь,Кшиштовский,Интеграция,DAPR,Аналитика,556 000,340 000,р.204 301,р.414,"0,15%",494,"4,86%",24,"12,5%",3,4,р.8 513,0%,https://www.youtube.com/watch?v=oKn0ibzh4nM,,,
2020,18.12.2020,декабрь,Нобель,Интеграция,DSPR,Data Science,76 000,160 000,р.234 000,р.2 229,"0,07%",105,"0,95%",1,"0,0%",0,0,,-100%,https://www.youtube.com/watch?v=XT417IJXEFc,,,
2020,19.12.2020,декабрь,История всего,Интеграция,AP,Аналитика,575 000,85 000,р.29 300,р.751,"0,05%",39,"2,56%",1,"0,0%",0,0,р.29 300,-100%,https://www.youtube.com/watch?v=Wzn3WwUYW6I,,,
2020,19.12.2020,декабрь,protech,Интеграция,PWS,Кодинг,455 000,102 000,р.44 000,р.1 419,"0,03%",31,"0,00%",0,#DIV/0!,0,0,,,https://www.youtube.com/watch?v=du-54TVGXGQ,,,
2020,19.12.2020,декабрь,Ра Музыка,Интеграция,DSPR,Data Science,402 000,64 000,р.97 000,р.1 329,"0,11%",73,"1,37%",1,"0,0%",0,0,,-100%,https://www.youtube.com/watch?v=RLzeLpZRY14,,,
2020,19.12.2020,декабрь,Хочу Домой,Интеграция,DAPR,Аналитика,807 000,282 000,р.230 850,р.454,"0,18%",508,"5,31%",27,"0,0%",0,0,р.8 550,-100%,https://www.youtube.com/watch?v=VF2bZH199Fk,,,
2020,20.12.2020,декабрь,Клим Жуков,Интеграция,DAPR,Аналитика,258 000,103 000,р.65 000,р.212,"0,30%",306,"7,19%",22,"27,3%",6,5,р.2 955,495%,https://www.youtube.com/watch?v=5qPRG9dUXqs,,,
2020,20.12.2020,декабрь,Американец,Интеграция,FPW,Кодинг,611 000,464 000,р.150 000,р.1 042,"0,03%",144,"3,47%",5,"20,0%",1,2,р.30 000,-55%,https://www.youtube.com/watch?v=ah37LJk9zRE,,,
2020,21.12.2020,декабрь,не спойлер,Интеграция,DSPR,Data Science,665 000,253 000,р.35 000,р.271,"0,05%",129,"10,85%",14,"0,0%",0,0,р.2 500,-100%,https://www.youtube.com/watch?v=zrXfa3ifyfs,,,
2020,21.12.2020,декабрь,Архивариус,Интеграция,AP,Аналитика,134 000,95 000,р.70 000,р.1 556,"0,05%",45,"2,22%",1,"0,0%",0,0,р.70 000,-100%,https://www.youtube.com/watch?v=3_YzTrpgAWQ,,,
2020,22.12.2020,декабрь,El Gato,Интеграция,PWS,Кодинг,225 000,139 000,р.35 000,р.389,"0,06%",90,"4,44%",4,"0,0%",0,0,р.8 750,-100%,https://www.youtube.com/watch?v=0y3jdfAtx_Y,,,
2020,22.12.2020,декабрь,UncleShurik ,Интеграция,MEDIA,Дизайн,137 000,50 000,р.38 500,р.264,"0,29%",146,"2,74%",4,"50,0%",2,3,р.9 625,208%,https://www.youtube.com/watch?v=0jCpomuxE08&feature=youtu.be&ab_channel=UncleShurik,21.12,декабрь,
2020,22.12.2020,декабрь,Поехавший,Интеграция,DSPR,Аналитика,600 000,221 000,р.106 000,р.293,"0,16%",362,"4,70%",17,"5,9%",1,2,р.6 235,-29%,https://www.youtube.com/watch?v=7IfgQHc_qMk,,,
2020,23.12.2020,декабрь,Кузен,Интеграция,QAP,Кодинг,205 000,521 000,р.160 500,р.320,"0,10%",501,"3,19%",16,"0,0%",0,0,р.10 031,-100%,https://www.youtube.com/watch?v=yz3NkrzO0KM&feature=youtu.be,,,
2020,23.12.2020,декабрь,LUKI,Интеграция,INT,Дизайн,555 000,167 909,р.176 000,р.577,"0,18%",305,"0,66%",2,"100,0%",2,3,р.88 000,-37%,https://www.youtube.com/watch?v=YqyHz2a0URM&ab_channel=LUKI,,,
2020,24.12.2020,декабрь,Odonata Cinema ,Интеграция,MOTION,Дизайн,25 300,196 448,р.40 000,р.197,"0,10%",203,"1,48%",3,"0,0%",0,0,р.13 333,-100%,https://www.youtube.com/watch?v=DVEW7Qc_aXU&ab_channel=ODONATACINEMA,,,
2020,24.12.2020,декабрь,"Better Voice
",Интеграция,WBDS,Дизайн,380 000,269 206,р.66 000,р.263,"0,09%",251,"2,39%",6,"0,0%",0,0,р.11 000,-100%,https://youtu.be/XjfVKJEPojU?t=278,,,
2020,24.12.2020,декабрь,"АйТиБорода",Интеграция,ALGO,Кодинг,214 000,249 512,р.114 600,р.98,"0,47%",1 168,"2,31%",27,"14,8%",4,3,р.4 244,72%,https://www.youtube.com/watch?v=eqsg3Blzmdg&feature=youtu.be,,,
2020,24.12.2020,декабрь,RedRoom,Интеграция,MEDIA,Дизайн,454 000,180 732,р.161 500,р.614,"0,15%",263,"1,14%",3,"66,7%",2,3,р.53 833,-4%,https://youtu.be/Jr1UIo6NZ5Q?t=315,,,
2020,24.12.2020,декабрь,Мяч production,Интеграция,FPW,Кодинг,847 000,527 000,р.190 000,р.421,"0,09%",451,"5,54%",25,"0,0%",0,0,р.7 600,-100%,https://www.youtube.com/watch?v=27k7BKvqE3g,,,
2020,24.12.2020,декабрь,Anoir,Интеграция,"MOTION, MEDIA",Дизайн,404 000,310 000,р.230 000,р.178,"0,42%",1 295,"1,08%",14,"21,4%",3,4,р.16 429,-12%,https://youtu.be/f1d7_6C3htI?t=104,,,
2020,25.12.2020,декабрь,Evelinushka,Интеграция,GRAPH,Дизайн,655 000,380 285,р.110 000,р.119,"0,24%",924,"1,19%",11,"0,0%",0,0,р.10 000,-100%,https://youtu.be/DGnnI7lMbqc?t=193,,,
2020,25.12.2020,декабрь,Пушка Гараж ,Интеграция,WBDS,Дизайн,439 000,157 846,р.137 000,р.152,"0,57%",900,"0,33%",3,"33,3%",1,1,р.45 667,-65%,https://youtu.be/HDmeJA12hfs?t=241,,,
2020,26.12.2020,декабрь,Ларин,Интеграция,QAP,Кодинг,2 140 000,107 000,р.60 000,р.221,"0,25%",272,"4,04%",11,"0,0%",0,0,,-100%,https://www.youtube.com/watch?v=O-ltTBc3P6s,,,
2020,26.12.2020,декабрь,Dmitry Puchkov,Интеграция,SA,Менеджмент,2 100 000,167 000,р.95 000,р.129,"0,44%",737,"5,43%",40,"40,0%",16,7,р.2 375,647%,https://www.youtube.com/watch?v=544CdXyXiSk&feature=youtu.be,,,
2020,27.12.2020,декабрь,Жизнь Других,Интеграция,DAPR,Аналитика,354 000,665 000,р.281 600,р.1 415,"0,03%",199,"6,03%",12,"0,0%",0,0,р.23 467,-100%,https://www.youtube.com/watch?v=SqmzNZEGk0o,,,
2020,28.12.2020,декабрь,Fight Nerds,Интеграция,DAPR,Аналитика,673 000,102 000,р.30 000,р.283,"0,10%",106,"5,66%",6,"16,7%",1,1,р.5 000,66%,https://www.youtube.com/watch?v=Io49BW7-1PA,,,
2020,28.12.2020,декабрь,Хауди Хо,Интеграция,PWS,Кодинг,1 180 000,160 000,р.80 000,р.34,"1,48%",2 365,"8,88%",210,"3,3%",7,4,р.381,243%,https://www.youtube.com/watch?v=KCR7vjxMPSs,,,
2021,30.12.2020,декабрь,Anna Studio,Интеграция,INT,Дизайн,107 000,79 000,р.75 900,р.949,"0,10%",80,"1,25%",1,"0,0%",0,0,р.75 900,-100%,https://youtu.be/k9VnvEl-QS0?t=3,,,
2020,01.01.2021,декабрь,Movie Science,Интеграция,FPW,Кодинг,228 000,36 000,р.20 000,р.444,"0,13%",45,"0,00%",,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=TEJepsNr-es,,,
2021,10.01.2021,январь,Креосан,Интеграция,DSPR,Data Science,4 230 000,1 880 000,р.300 000,р.473,"0,03%",634,"2,84%",18,"0,0%",0,0,р.16 667,-100%,https://www.youtube.com/watch?v=tm3-xx3xZH4&t=1s,,,
2021,13.01.2021,январь,КикОбзор,Интеграция,PWS,Кодинг,991 000,148 146,р.56 500,р.107,"0,36%",526,"8,37%",44,"6,8%",3,4,р.1 284,271%,https://www.youtube.com/watch?v=3o5w-0HzfR0,,,
2021,13.01.2021,январь,This Is Хорошо,Интеграция,DSPR,Data Science,5 710 000,293 000,р.132 000,р.452,"0,10%",292,"5,82%",17,"11,8%",2,3,р.7 765,37%,https://www.youtube.com/watch?v=5-rVRYJ9k30,,,
2021,14.01.2021,январь,ToriChanChannel,Интеграция,INT,Дизайн,734 000,546 899,р.106 000,р.1 359,"0,01%",78,"2,56%",2,"0,0%",0,0,,,https://youtu.be/I4oWxBYjjKw?t=258,,,
2021,14.01.2021,январь,Карен Шаинян,Интеграция,DAPR,аналитика,101 000,82 380,р.198 000,р.1 286,"0,19%",154,"4,55%",7,"0,0%",0,0,,,https://www.youtube.com/watch?v=eFQTvdcAX14&t=1s,,,
2021,17.01.2021,январь,Uncle Shurik,Интеграция,GO,Кодинг,140 000,54 031,р.30 000,р.294,"0,19%",102,"0,98%",1,"0,0%",0,0,р.30 000,-100%,https://youtu.be/QnLc5vuGh0M,,,
2021,17.01.2021,январь,Дмитрий Пучков,Интеграция,HACKER,Кодинг,2 212 000,226 000,р.86 000,р.79,"0,48%",1 085,"3,59%",39,"33,3%",13,7,р.2 205,864%,https://youtu.be/ea-JrFNFb9E,,,
2021,17.01.2021,январь,Асафьев,Интеграция, DAPR,Аналитика,219 000,233 000,р.100 000,р.287,"0,15%",348,"10,34%",36,"8,3%",3,4,р.2 778,132%,https://www.youtube.com/watch?v=GSL4JplCrQg,,,
2021,17.01.2021,январь,Михеев и Павлов,Интеграция,QAP,Кодинг,541 000,402 024,р.160 000,р.448,"0,09%",357,"2,24%",8,"12,5%",1,1,р.20 000,-75%,https://youtu.be/OUfiVHuw1TA,,,
2021,17.01.2021,январь,Привет Тачка,Интеграция,FPW,Кодинг,1 200 000,965 889,р.290 000,р.670,"0,04%",433,"3,46%",15,"6,7%",1,2,р.19 333,-74%,https://www.youtube.com/watch?v=mBjSSSyermA,,,
2021,17.01.2021,январь,Алексей Шевцов,Интеграция,FPW,Кодинг,1 840 000,748 170,р.570 000,р.239,"0,32%",2 382,"5,42%",129,"9,3%",12,7,р.4 419,54%,https://youtu.be/4mme3NVyMoo,,,
2021,20.01.2021,январь,Рыбалка-рыбалочка,Интеграция,DAPR,аналитика,30 300,26 850,р.6 000,р.60,"0,37%",100,"7,00%",7,"0,0%",0,0,,,https://www.youtube.com/watch?v=W2Osve8cFow,,,
2021,20.01.2021,январь,Неновости,Интеграция,PWS,кодинг,460 000,61 029,р.36 000,р.181,"0,33%",199,"4,52%",9,"11,1%",1,2,р.4 000,108%,https://youtu.be/RC6jpKrw6jE,,,
2021,21.01.2021,январь,DTF,Интеграция,GAMEDEV,кодинг,247 000,31 761,р.42 000,р.1 200,"0,11%",35,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://youtu.be/aBL1l1VhY4s?t=273,,,
2021,21.01.2021,январь,Клим Жуков,Интеграция,ANDR,Кодинг,259 000,61 113,р.65 000,р.317,"0,34%",205,"2,93%",6,"33,3%",2,3,р.10 833,108%,https://www.youtube.com/watch?v=kluYZfsV2-A,,,
2021,21.01.2021,январь,Крупнокалиберный переполох,Интеграция,FPW,кодинг,231 000,452 982,р.104 500,р.372,"0,06%",281,"2,85%",8,"12,5%",1,2,р.13 063,-14%,https://youtu.be/JQuKb7cVSuo?t=110,,,
2021,21.01.2021,январь,Асафьев Стас,Интеграция,HACKER,кодинг,933 000,362 320,р.200 000,р.305,"0,18%",655,"3,21%",21,"33,3%",7,6,р.9 524,122%,https://www.youtube.com/watch?v=_yl2qb_0Jq4,,,
2021,22.01.2021,январь,Другая История,Интеграция,PM2,менеджмент,540000,207 000,р.30 000,р.135,"0,11%",223,"7,17%",16,"6,3%",1,3,р.1 875,463%,https://www.youtube.com/watch?v=srFKY0ISeYU,,,
2021,22.01.2021,январь,Лебедев ,Интеграция,MOTION ,Дизайн,456 789,437 890,р.315 000,р.291,"0,25%",1 084,"2,03%",22,"22,7%",5,4,р.14 318,12%,https://youtu.be/Pf60HhrHrGU?t=271,,,
2021,23.01.2021,январь,Филкек,Интеграция,GameDev,кодинг,217000,91 198,р.17 500,р.71,"0,27%",247,"0,81%",2,"0,0%",0,0,р.8 750,-100%,https://youtu.be/pbWOpuKmhdM,,,
2021,23.01.2021,январь,Темная Фаза,Интеграция,DSPR,Data Science,826000,135 000,р.70 000,р.824,"0,06%",85,"2,35%",2,"0,0%",0,0,,,https://www.youtube.com/watch?v=QNipDXuOd20,,,
2021,24.01.2021,январь,Асафьев Жизнь,Интеграция,JAVA,кодинг,221000,213 232,р.100 000,р.375,"0,13%",267,"5,24%",14,"14,3%",2,2,р.7 143,-16%,https://youtu.be/5l00JrokG_g,,,
2021,25.01.2021,январь,Кац,Интеграция,SA,менеджмент,691 000,388 000,90 000,р.195,"0,12%",462,"3,90%",18,"22,2%",4,4,р.5 000,167%,https://www.youtube.com/watch?v=PdyRy5it6xs&t=690s,,,
2021,25.01.2021,январь,Картавый футбол,Интеграция,FPW,кодинг,374 000,201 473,р.180 000,р.807,"0,11%",223,"3,59%",8,"0,0%",0,0,,,https://www.youtube.com/watch?v=5tGcLjBCy_A,,,
2021,26.01.2021,январь,Мир IT с Антоном Павленко,Интеграция,ALGO,Кодинг,15 200,2 986,р.8 000,р.250,"1,07%",32,"6,25%",2,"0,0%",0,0,р.4 000,,https://www.youtube.com/watch?t=70&v=oHCld8chK8k&feature=youtu.be,,,
2021,27.01.2021,январь,Скутерец,Интеграция,DSPR,Data Science,983 000,143 000,40 000,р.367,"0,08%",109,"2,75%",3,"0,0%",0,0,,,https://www.youtube.com/watch?v=pDT4MqnUXF0&feature=youtu.be,,,
2021,27.01.2021,январь,А поговорить,Интеграция,DSPR,Data Science,1 560 000,1 800 000,750 000,р.286,"0,15%",2 626,"6,55%",172,"4,7%",8,7,р.4 360,-5%,https://www.youtube.com/watch?t=1820&v=3gw4PKCk-jI&feature=youtu.be,,,
2021,28.01.2021,январь,KOSMO,Интеграция,PWS,Кодинг,701 000,392 686,р.123 000,р.542,"0,06%",227,"1,32%",3,"0,0%",0,0,р.41 000,,https://www.youtube.com/watch?v=NETRrUO63O0,,,
2021,29.01.2021,январь,Максим Кац,Интеграция,DAPR,аналитика,703 000,243 000,р.90 000,р.303,"0,12%",297,"8,08%",24,"12,5%",3,4,р.3 750,137%,https://www.youtube.com/watch?t=471&v=SEnRFOBuuxw&feature=youtu.be,,,
